SampleID,sampleID_ENA,Campaign,SiteLabel,EventID,Logsheet,Objective,DateTime,Latitude,Longitude,Depth,Depth_unit,Country,CoastDistance,LME,LMEDistance,MarineRegion,MRGID,ENVIRO_Biome,ENVIRO_Feature,ENVIRO_Material,EVENT_device,SAMPLE_description,SAMPLE_platform,SAMPLE_Protocol,SAMPLE_Quantity,SAMPLE_Container,SAMPLE_Content,SAMPLE_FilterUpper,SAMPLE_FilterLower,SAMPLE_TreatmentChemicals,SAMPLE_TreatmentStorage,BiosampleAccessionNumber,SampleAssessionNumber,Temperature,Temperature_unit,Temperature_flag,Salinity,Salinity_unit,Salinity_flag,pH,pH_unit,pH_flag,PO43,PO43_unit,PO43_flag,NO3,NO3_unit,NO3_flag,POC,POC_unit,POC_flag,NO2,NO2_unit,NO2_flag,DOC,DOC_unit,DOC_flag,NanoMicroPlankton,NanoMicroPlankton_unit,NanoMicroPlankton_flag,PAR,PAR_unit,PAR_flag,Conductivity,Conductivity_unit,Conductivity_flag,PP_C,PP_C_unit,PP_C_flag,Oxygen,Oxygen_unit,Oxygen_flag,PON,PON_unit,PON_flag,MesoMacroPlankton,MesoMacroPlankton_unit,MesoMacroPlankton_flag,BacterialProduction_C,BacterialProduction_C_unit,BacterialProduction_C_flag,DON,DON_unit,DON_flag,NH4+,NH4+_unit,NH4+_flag,SiOH4,SiOH4_unit,SiOH4_flag,Turbidity,Turbidity_unit,Turbidity_flag,Fluorometer,Fluorometer_unit,Fluorometer_flag,Chl_a,Chl_a_unit,Chl_a_flag
OSD121_2014-06_NPL022_1,OSD121_2014-06-21_5m_NPL022,OSD2014,OSD121,OSD121_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD121_20140621T1759Z.pdf,To collect environmental parameters and biological material for the OSD 2014,2014-06-21T17:59,20.8841,-90.4967,5,m,MEX,11090,Gulf of Mexico,0,Gulf of Mexico,4288,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,CTD and Van Dorn bottle samplers,We collected 40 L of water,without registration,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,28.6,centigrade,,36.8,PSU,,7,dimensionless,,not present,not present,,1.493,micromol/l,,not present,not present,,0.052,micromol/l,,not present,not present,,not present,not present,,not present,not present,,60.7,mS/cm,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.406,micromol/l,,3.6,micromol/l,,not present,not present,,not present,not present,,not present,not present,
OSD122_2014-06_NPL022_1,OSD122_2014-06-22_0m_NPL022,OSD2014,OSD122,OSD122_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD122_20140622T0745Z.pdf,Sampling for OSD,2014-06-22T07:45,29.4667,34.9291,0,m,ISR,3703,Red Sea,0,Gulf of Aqaba,4263,marine biome ENVO:00000447,surface water ENVO:00002042,oligotrophic water ENVO:00002223,pump,OSD3-06-14 St a1 eilat NPL022 1Surface,boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275530,ERS667544,24,centigrade,,40.5,PSU,,not present,not present,,not present,not present,,0.25,micromol/l,,not present,not present,,0.01,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.69,micromol/l,,not present,not present,,0.106,V,,not present,not present,
OSD123_2014-06_NE08_1,OSD123_2014-06-22_3.5m_NE08,OSD2014,OSD123,OSD123_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD123_20140622T0900Z.pdf,to characterize the bacterial dynamics at routinely offshore coastal station,2014-06-22T09:00,32.822,32.954,3.5,m,EGY,173306,Mediterranean Sea,0,Mediterranean Sea - Eastern Basin,4280,marine subtidal rocky reef biome ENVO:01000050,marine subtidal rocky reef ENVO:01000150,coastal sea water ENVO:00002150,20L bottles,Sampling for OSD,not present,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,27,centigrade,,39.4,PSU,,not present,not present,,0.02,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD123_2014-06_NPL022_1,OSD123_2014-06-22_4m_NPL022,OSD2014,OSD123,OSD123_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD123_20140622T0900Z.pdf,to characterize the bacterial dynamics at routinely offshore coastal station,2014-06-22T09:00,32.822,32.954,4,m,EGY,173306,Mediterranean Sea,0,Mediterranean Sea - Eastern Basin,4280,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,20L bottles,Sampling for OSD,not present,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275529,ERS667543,27,centigrade,,39.4,PSU,,not present,not present,,0.02,micromol/l,,0.34,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,6.7,mg/m^3/day,,not present,not present,,not present,not present,,not present,not present,,4,mg/m^3/day,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD124_2014-06_NE08_1,OSD124_2014-06-21_5m_NE08,OSD2014,OSD124,OSD124_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD124_20140621T0325Z.pdf,Marine biome and virome,2014-06-21T03:25,34.32444,135.12083,5,m,JPN,422,Kuroshio Current,0,Japan Sea,4307,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,not present,"In this site, the ocean water and coastal water is sporadically interchanged.",Vessel at fixed position,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275528,ERS667542,21.15,centigrade,,33.19,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD124_2014-06_NPL022_1,OSD124_2014-06-21_5m_NPL022,OSD2014,OSD124,OSD124_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD124_20140621T0325Z.pdf,Marine biome and virome,2014-06-21T03:25,34.32444,135.12083,5,m,JPN,422,Kuroshio Current,0,Japan Sea,4307,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,not present,"In this site, the ocean water and coastal water is sporadically interchanged.",Vessel at fixed position,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275527,ERS667541,21.15,centigrade,,33.19,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD125_2014-06_NPL022_1,OSD125_2014-06-21_0m_NPL022,OSD2014,OSD125,OSD125_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD125_20140621T1300Z.pdf,Sampling for OSD,2014-06-21T13:00,55.03306,-1.43278,0,m,GBR,0,North Sea,123,North Sea,2350,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Bucket and Rope/Horiba,Surface water sampling for OSD,Pier,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275526,ERS667540,16.04,centigrade,,26.4,PSU,,8.5,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,35.2,mS/cm,,not present,not present,,50,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,13.5,FTU,,not present,not present,,not present,not present,
OSD126_2014-06_NPL022_1,OSD126_2014-06-21_1m_NPL022,OSD2014,OSD126,OSD126_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD126_20140621T1215Z.pdf,"Surface water sample in Fjord Eyjafjordur, Iceland at 21.6.2014 at 12:15. 0.22 um Sterivex filtration",2014-06-21T12:15,66.00691,-18.19653,1,m,ISL,0,Iceland Shelf and Sea,3870,Greenland Sea,2356,marine biome ENVO:00000447,fjord ENVO:00000039,coastal sea water ENVO:00002150,Nissan Bottles 1.6 L,Water more turbid than of sample,Research Vessel Einari Nesi,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275525,ERS667539,12.2,centigrade,,42.3,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD127_2014-06_NPL022_1,OSD127_2014-06-21_10m_NPL022,OSD2014,OSD127,OSD127_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD127_20140621T1143Z.pdf,Ocean water in 10 m depth for comparison with same location at 1 m,2014-06-21T11:43,66.00776,-18.19531,10,m,ISL,0,Iceland Shelf and Sea,3950,Greenland Sea,2356,marine biome ENVO:00000447,fjord ENVO:00000039,sea water ENVO:00002149,Niskin Bottles 1.6 L,Identical location as OSD126_Eyjafordur_1 but different depth,Research vessel Einari Nesi,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275524,ERS667538,11.24,centigrade,,59.7,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,59.7,mS/cm,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD128_2014-06_NPL022_1,OSD128_2014-06-21_1m_NPL022,OSD2014,OSD128,OSD128_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD128_20140621T1705Z.pdf,"Eyjafjordur, Akureyri, Iceland",2014-06-21T17:05,65.4886,-18.0608,1,m,ISL,0,Iceland Shelf and Sea,not present,Greenland Sea,2357,marine biome ENVO:00000447,fjord ENVO:00000039,sea water ENVO:00002149,Nissan bottles 1.6 L,Surface sampling,Research vessel Einari Nesi,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275523,ERS667537,12,centigrade,,14,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,14,mS/cm,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD129_2014-06_NPL022_1,OSD129_2014-06-21_10m_NPL022,OSD2014,OSD129,OSD129_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD129_20140621T1638Z.pdf,"Eyjafjordur, Akureyri, Iceland",2014-06-21T16:38,65.817186,-18.101835,10,m,ISL,1325,Iceland Shelf and Sea,0,Greenland Sea,2356,marine biome ENVO:00000447,fjord ENVO:00000039,sea water ENVO:00002149,Niskin bottles 1.6 L,10 m sample of same site as OSD 128,Research Vessel Einari Nesi,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275522,ERS667536,9.9,centigrade,,61.5,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,61.5,mS/cm,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD13_2014-06_NPL022_1,OSD13_2014-06-21_0m_NPL022,OSD2014,OSD13,OSD13_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD13_20140621T0630Z.pdf,The link between bacterial diversity and microbial community function in the unique Black Sea is very interesting and important.,2014-06-21T06:30,43.185,27.936667,0,m,BGR,779,Black Sea,0,Black Sea,3319,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Nansen bottle,Pouring rain for days before sampling.,research vessel Akademik,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275634,ERS667655,22.87,centigrade,,12.6,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD130_2014-06_NPL022_1,OSD130_2014-06-21_1m_NPL022,OSD2014,OSD130,OSD130_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD130_20140621T1141Z.pdf,"Sampling of coastal waves, Eyjafjordur",2014-06-21T11:41,66.1316,-18.7902,1,m,ISL,170,Iceland Shelf and Sea,345,Greenland Sea,2356,marine biome ENVO:00000447,fjord ENVO:00000039,coastal sea water ENVO:00002150,Plastic containers 5 L,Surface sampling at 1 m depth,boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275521,ERS667535,10.1,centigrade,,48,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD131_2014-06_NPL022_1,OSD131_2014-06-21_1m_NPL022,OSD2014,OSD131,OSD131_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD131_20140621T0824Z.pdf,Black sea salinity is unique and bacterial diversity here is still in larger scale unstudied. In coastal zones this is even a more severe problem as these are with high ecological and public importance. Our interest are bacterial groups involved in biogeochemical processes in sediments and their interaction with the upstanding water column.,2014-06-21T08:24,42.413806,27.669,1,m,BGR,not present,not present,not present,Black Sea,3319,not present ,not present,not present,Niskin bottle,ENVO:00000447 marine biome,"Research vessel, LEM",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275520,ERS667534,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD132_2014-06_NE08_1,OSD132_2014-06-22_0.5m_NE08,OSD2014,OSD132,OSD132_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD132_20140622T0845Z.pdf,OSD sampling day,2014-06-22T08:45,32.0694,34.843,0.5,m,ISR,0,Mediterranean Sea,7736,Mediterranean Sea - Eastern Basin,4280,marine biome ENVO:00000447,surface water ENVO:00002042,oligotrophic water ENVO:00002223,Plastic containers 5 L,Sampling for OSD,Beach,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,27.3,centigrade,,39.35,PSU,,8.18,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD132_2014-06_NPL022_1,OSD132_2014-06-22_0.5m_NPL022,OSD2014,OSD132,OSD132_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD132_20140622T0845Z.pdf,OSD sampling day,2014-06-22T08:45,32.0694,34.843,0.5,m,ISR,0,Mediterranean Sea,7736,Mediterranean Sea - Eastern Basin,4280,marine biome ENVO:00000447,surface water ENVO:00002042,oligotrophic water ENVO:00002223,Plastic containers 5 L,Sampling for OSD,Beach,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275519,ERS667533,27.3,centigrade,,39.35,PSU,,8.18,dimensionless,,not present,not present,,1.57,micromol/l,,not present,not present,,0.06,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,2.56,micromol/l,,not present,not present,,not present,not present,,0.22,mg/m^3,
