SampleID,Campaign,SiteLabel,EventID,Logsheet,Objective,DateTime,Latitude,Longitude,Depth,Country,CoastDistance,LME,LMEDistance,MarineRegion,MRGID,ENVIRO_Biome,ENVIRO_Feature,ENVIRO_Material,EVENT_device,SAMPLE_description,SAMPLE_platform,SAMPLE_Protocol,SAMPLE_Quantity,SAMPLE_Container,SAMPLE_Content,SAMPLE_FilterUpper,SAMPLE_FilterLower,SAMPLE_TreatmentChemicals,SAMPLE_TreatmentStorage,BiosampleAccessionNumber,SampleAssessionNumber,Temperature,Salinity,pH,PO43,NO3,POC,NO2,DOC,NanoMicroPlankton,PAR,Conductivity,PP_C,Oxygen,PON,MesoMacroPlankton,BacterialProduction_C,DON,NH4+,SiOH4,Turbidity,Fluorometer,Chl_a
OSD39_2014-06_NE08_1,OSD2014,OSD39,OSD39_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD39_20140619T0500Z.pdf,Prokaryote and Eukaryote DNA sampling,2014-06-19T18:00,32.7524,-79.89954,0.1,USA,42,Southeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,4L sterile bottles,surface sample,waded from shore,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,31.3,24.3,8,not present,not present,not present,not present,not present,not present,not present,37.56,not present,5.27,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD39_2014-06_NPL022_1,OSD2014,OSD39,OSD39_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD39_20140619T0500Z.pdf,Prokaryote and Eukaryote DNA sampling,2014-06-19T18:00,32.7524,-79.89954,0.1,USA,42,Southeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,estuarine biome ENVO:01000020,harbor ENVO:00000463,sea water ENVO:00002149,4L sterile bottles,surface sample,waded from shore,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275610,ERS667628,31.3,24.3,8,not present,not present,not present,not present,not present,not present,not present,37.56,not present,5.27,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD4_2014-06_NE08_1,OSD2014,OSD4,OSD4_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD4_20140620T0900Z.pdf,Ocean Sampling Day performed during LTER MC research activity 2014,2014-06-20T09:00,40.808,14.25,0,ITA,2034,Mediterranean Sea,0,Tyrrhenian Sea,3386,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Niskin bottle,This data submission refers to filters treated with the prokaryotes and eukaryotes protocol.,R/V Vettoria,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,23.3,36.88,8.11,0.24,0.59,not present,0.09,not present,8918111000,not present,53306.44746,not present,200.59,not present,1548,not present,not present,0.61,1.86,not present,1.9,not present
OSD4_2014-06_NPL022_1,OSD2014,OSD4,OSD4_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD4_20140620T0900Z.pdf,Ocean Sampling Day performed during LTER MC research activity 2014,2014-06-20T09:00,40.808,14.25,0,ITA,2034,Mediterranean Sea,0,Tyrrhenian Sea,3386,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Niskin bottle,This data submission refers to filters treated with the prokaryotes and eukaryotes protocol.,R/V Vettoria,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275642,ERS667664,23.3,36.88,8.11,0.24,0.59,not present,0.09,not present,8918111000,not present,53306.44746,not present,200.59,not present,1548,not present,not present,0.61,1.86,not present,1.9,not present
OSD41_2014-06_NPL022_1,OSD2014,OSD41,OSD41_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD41_20140621T1840Z.pdf,It is a great way for us to participate and learn about how diversified our region is compared to other regions around the world.,2014-06-21T18:40,48.04051,-123.0257,1,USA,155,Gulf of Alaska,1983,The Coastal Waters of Southeast Alaska and British Columbia,4313,marine biome ENVO:00000447,marine algal bloom ENVO:01000057,sea water ENVO:00002149,"Beta water sampler, horizontal pvc water sampler by Wildco. YSI monitoring sensor.","Sample was collected with the horizontal water sampler and the water was transferred into a sterile container. The sterile container was placed on ice, and we proceeded to filter the water right there on the dock.","Sequim Bay State Park Dock, a public boat dock.",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275609,ERS667627,15.9,24.73,not present,0.931,0.3,not present,1.47,not present,not present,not present,32055,not present,0.01,not present,not present,not present,not present,24.5,37.1,not present,not present,305.7
OSD42_2014-06_NPL022_1,OSD2014,OSD42,OSD42_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD42_20140621T1000Z.pdf,Samples from a meromictic lake,2014-06-21T10:00,38.26861,15.63708,3,ITA,0,Mediterranean Sea,326,Tyrrhenian Sea,3386,marine biome ENVO:00000447,meromictic lake ENVO:00000199,water ENVO:00002006,Niskin bottle,Water,boat_papa Giovanni,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275608,ERS667626,20,36.8,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD43_2014-06_NE08_1,OSD2014,OSD43,OSD43_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD43_20140621T1849Z.pdf,"The Scripps pier site is a major long term coastal sampling site on the west coast of the USA. It is managed by Scripps Institution of Oceanography, UCSD and is part of the NSF-funded California Current LTER. Oceanographic parameters and the abundance of different phytoplankton taxa, from harmful algae to cyanobacteria, are regularly monitored. The ocean sampling day samples were obtained as a collaboration of SIO, NOAA, and JCVI, and with accompanying metadata will help further our understanding of ecosystem dynamics at this site by providing a snap shot of diversity at the molecular level.The Scripps pier site has been a major long term coastal sampling site on the west coast of the USA since the 1920s.",2014-06-21T18:49,32.86698,-117.25725,0,USA,402,California Current,0,North Pacific Ocean,1908,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,"Bucket, YSI",Below is sterivex filters. We also did NE08 protocol but having difficulty entering data.,"Coastal Structure, Ellen Browning Scripps Pier",NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275606,ERS667624,20.04,33.54,7.92,0.18,0.07,not present,0.02,83.9,not present,not present,51.064,not present,257.73,not present,not present,not present,not present,0,0.5,not present,0.96,not present
OSD43_2014-06_NPL022_1,OSD2014,OSD43,OSD43_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD43_20140621T1849Z.pdf,"The Scripps pier site is a major long term coastal sampling site on the west coast of the USA. It is managed by Scripps Institution of Oceanography, UCSD and is part of the NSF-funded California Current LTER. Oceanographic parameters and the abundance of different phytoplankton taxa, from harmful algae to cyanobacteria, are regularly monitored. The ocean sampling day samples were obtained as a collaboration of SIO, NOAA, and JCVI, and with accompanying metadata will help further our understanding of ecosystem dynamics at this site by providing a snap shot of diversity at the molecular level.The Scripps pier site has been a major long term coastal sampling site on the west coast of the USA since the 1920s.",2014-06-21T18:49,32.86698,-117.25725,0,USA,402,California Current,0,North Pacific Ocean,1908,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,"Bucket, YSI",Below is sterivex filters. We also did NE08 protocol but having difficulty entering data.,"Coastal Structure, Ellen Browning Scripps Pier",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275607,ERS667625,20.04,33.54,7.92,0.18,0.07,not present,0.02,83.9,not present,not present,51.064,not present,257.73,not present,not present,not present,not present,0,0.5,not present,0.96,not present
OSD45_2014-06_NPL022_1,OSD2014,OSD45,OSD45_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD45_20140622T2130Z.pdf,OSD Summer Solstice 2014. Prokaryote samples - 6 replicate water samples of 10.5 Liters each (7 sterivex filters for each sample).,2014-06-22T21:30,27.61578,-82.72587,0,USA,130,Gulf of Mexico,0,Gulf of Mexico,4288,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Collected seawater with clean bucket by hand toss from Fort Desoto Park Fishing Pier - transfered to sterile 20 Liter carboys on board - collected 3 20L carboys,"particulate matter on a 0.22 um pore size sterivex filter from surface of Tampa Bay OSD site 45. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 7 sterivex each. All prokaryotic filters (7 filters each of 5 replicate samples) from site 45 filtered 1.5 liters of sample.",bucket toss from Fort DeSoto Fishing Pier,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275605,ERS667623,31.2,33.84,8.23,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,11.2,not present,not present
OSD46_2014-06_NPL022_1,OSD2014,OSD46,OSD46_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD46_20140621T2000Z.pdf,To determine the composition and diversity of microbes in the world s oceans,2014-06-21T20:00,30.2484,-88.74825,0,USA,611,Gulf of Mexico,0,Gulf of Mexico,4288,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Carboys,subsurface,"Boat, Gravois IV",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275604,ERS667622,29.8,17.5,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,187,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD47_2014-06_NPL022_1,OSD2014,OSD47,OSD47_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD47_20140621T1256Z.pdf,Not provided,2014-06-21T12:56,45.502,12.4176,0,ITA,253,Mediterranean Sea,104,Adriatic Sea,3314,mediterranean sea biome ENVO:01000047,lagoon ENVO:00000038,brackish water ENVO:00002019,10 L bottle,The Label field reflects the sample title reported on the filter itself: each filter has this label with a progressive number according to the list of filters reported here.,UNIPD Boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275603,ERS667621,25.3,27.42,7.67,0.165,1.75,not present,1.24,not present,not present,not present,not present,not present,4.26,not present,not present,not present,not present,2.01,13.37,not present,not present,3.18
OSD48_2014-06_NPL022_1,OSD2014,OSD48,OSD48_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD48_20140621T0950Z.pdf,OSD sampling,2014-06-21T09:50,45.4125,12.5265,0,ITA,5262,Mediterranean Sea,0,Adriatic Sea,3314,mediterranean sea biome ENVO:01000047,coast ENVO:00000303,sea water ENVO:00002149,10 L bottle,The Label field reflects the sample title reported on the filter itself: each filter has this label with a progressive number according to the list of filters reported here,UNIPD Boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275602,ERS667620,22.2,33.14,8.28,0.09,4.89,not present,0.17,not present,not present,not present,not present,not present,7.31,not present,not present,not present,not present,4.92,6.33,not present,not present,1.5
OSD49_2014-06_NE08_1,OSD2014,OSD49,OSD49_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD49_20140621T0930Z.pdf,"This sampling activity is also a part of a long-term time series data set that is a part of an on-going water-quality monitoring program that Marine Biology Station (NIB, Slovenia) has supported for more than 15 years.",2014-06-21T09:30,45.325568,13.33189,2,HRV,16318,Mediterranean Sea,0,Adriatic Sea,3314,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,5L Niskin,Seawater sample collected at 2 m depth.,research vessel,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,22,34,8.3,0.067,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD49_2014-06_NPL022_1,OSD2014,OSD49,OSD49_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD49_20140621T0930Z.pdf,"This sampling activity is also a part of a long-term time series data set that is a part of an on-going water-quality monitoring program that Marine Biology Station (NIB, Slovenia) has supported for more than 15 years.",2014-06-21T09:30,45.325568,13.33189,2,HRV,16318,Mediterranean Sea,0,Adriatic Sea,3314,mediterranean sea biome ENVO:01000047,surface water ENVO:00002042,coastal sea water ENVO:00002150,5L Niskin,Seawater sample collected at 2 m depth.,research vessel,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275601,ERS667619,22,34,8.3,0.067,2.59,not present,0.018,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,0.3
OSD5_2014-06_NPL022_1,OSD2014,OSD5,OSD5_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD5_20140619T0515Z.pdf,Water sampling for Prokaryotes.,2014-06-19T05:15,35.661,24.99,1,GRC,25382,Mediterranean Sea,0,Aegean Sea,3315,oceanic epipelagic zone biome ENVO:01000035,surface water ENVO:00002042,oligotrophic water ENVO:00002223,Niskin bottles,Surface water sampling of the OSD5 station.,Research Vessel Alkyon,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275640,ERS667662,24.46,39.29,8.2,0.07,0.17,not present,0.04,not present,not present,1217.4,58.14,not present,not present,not present,not present,not present,not present,0.38,0.47,not present,-0.1116,not present
OSD5_2014-06_NPL022_2,OSD2014,OSD5,OSD5_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD5_20140619T1100Z.pdf,Water Sampling for Prokaryotes,2014-06-19T11:00,35.661,24.99,75,GRC,25382,Mediterranean Sea,0,Aegean Sea,3315,oceanic epipelagic zone biome ENVO:01000035,deep chlorophyll maximum layer ENVO:01000326,oligotrophic water ENVO:00002223,Niskin bottles,Water from the Deep Chlorophyll Maximum layer of the OSD5 station.,Research Vessel Alkyon,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275639,ERS667661,16.87,39.23,8.2,0.27,0.34,not present,0.03,not present,not present,41.662,49.58,not present,not present,not present,not present,not present,not present,0.38,0.74,not present,0.6431,not present
OSD50_2014-06_NPL022_1,OSD2014,OSD50,OSD50_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD50_20140620T0709Z.pdf,Contribute to OSD - obtain data for biodiversity and connectivity assessment within the DEVOTES project,2014-06-20T07:09,43.333333,-1.925,0,ESP,0,Iberian Coastal,209,Bay of Biscay,2359,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Niskin bottle,no extended sample description,Pasaia Oceano meteorological station,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275600,ERS667618,20,34.3,8.34,0.16,1.6,not present,0.84,not present,not present,97.9,not present,not present,not present,not present,not present,not present,not present,1.7,1.63,0.64,not present,not present
OSD51_2014-06_NPL022_1,OSD2014,OSD51,OSD51_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD51_20140621T1544Z.pdf,The sampling activity will be part of a long term project named Marine Geo,2014-06-21T15:56,9.3485,-82.266,2,PAN,97,Caribbean Sea,0,Caribbean Sea,4287,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,coastal sea water ENVO:00002150,Water sampling Bottle Van Dorn 2.2 liters,Surface Water,Research boat Loligo,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275598,ERS667616,29.1,34.6,8.12,not present,not present,not present,not present,not present,not present,not present,52.7,not present,1866.66,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD52_2014-06_NPL022_1,OSD2014,OSD52,OSD52_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD52_20140621T1007Z.pdf,"The objective of this sampling trip is to contribute to the Ocean Sampling Day initiative through providing environmental water samples from the Red Sea, based on OSP standardized protocols. The Red Sea is a large marine ecosystem, characterized by a relatively high salinity and temperature with complex and diverse biological life including unique coral reefs. The two Red Sea samples were obtained near the coast of Hurghada, a main tourist center. Both sample sites Abu Hashish and Ras Disha are shallow diving sites (5 -30 m). Abu Hashish is characterized by hard, soft and table corals abundance. Ras Disha is also unique for its large patches of seagrass.",2014-06-21T10:07,27.02527,33.91255,1,EGY,1327,Red Sea,0,Red Sea,4264,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,"collection device: 10 L Acid washed buckets, measurement device: YSI proplus probe",near coral reef high tide windy elevation 5.9,Zodiac,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275591,ERS667609,27,38.33,8.22,not present,not present,not present,not present,not present,not present,not present,59.857333,not present,191.1249,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD53_2014-06_NPL022_1,OSD2014,OSD53,OSD53_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD53_20140621T0843Z.pdf,"The objective of this sampling trip is to contribute to the Ocean Sampling Day initiative through providing environmental water samples from the Red Sea, based on OSP standardized protocols. The Red Sea is a large marine ecosystem, characterized by a relatively high salinity and temperature with complex and diverse biological life including unique coral reefs. The two Red Sea samples were obtained near the coast of Hurghada, a main tourist center. Both sample sites Abu Hashish and Ras Disha are shallow diving sites (5 -30 m). Abu Hashish is characterized by hard, soft and table corals abundance. Ras Disha is also unique for its large patches of seagrass.",2014-06-21T08:43,27.04153,33.90703,1,EGY,782,Red Sea,240,Red Sea,4264,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,"collection device: 10 L buckets, measurement: YSI ptoplus probe","environment depth = 8, near coral reef, high tide, windy, elevation 5.9",Zodiac,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275590,ERS667608,27.283333,38.352,8.218,not present,not present,not present,not present,not present,not present,not present,60.163833,not present,204.635417,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD54_2014-06_NE08_1,OSD2014,OSD54,OSD54_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD54_20140621T1545Z.pdf,"Sampling at 1m from floating dockat Dept.of Marine Resources, Maine",2014-06-21T15:45,43.8444,-69.6409,1,USA,189,Northeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Niskin,not prefiltered,Floating Dock,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275589,ERS667607,11.9,31,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD54_2014-06_NPL022_1,OSD2014,OSD54,OSD54_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD54_20140621T1545Z.pdf,"Sampling at 1m from floating dockat Dept.of Marine Resources, Maine",2014-06-21T15:45,43.8444,-69.6409,1,USA,189,Northeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Niskin,not prefiltered,Floating Dock,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275588,ERS667606,11.9,31,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD55_2014-06_NE08_1,OSD2014,OSD55,OSD55_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD55_20140621T1630Z.pdf,"OSD sampling from Maine USA, Damariscotta River",2014-06-21T16:30,43.8604,-69.5781,1,USA,0,Northeast U.S. Continental Shelf,758,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,3 L Niskin Bottle,OSD 55 Maine Damariscotta River - Prokaryotic sample collection using 0.22 um sterivex cartridges,Floating Dock,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275587,ERS667605,12.5,32,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD55_2014-06_NPL022_1,OSD2014,OSD55,OSD55_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD55_20140621T1630Z.pdf,"OSD sampling from Maine USA, Damariscotta River",2014-06-21T16:30,43.8604,-69.5781,1,USA,0,Northeast U.S. Continental Shelf,758,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,3 L Niskin Bottle,OSD 55 Maine Damariscotta River - Prokaryotic sample collection using 0.22 um sterivex cartridges,Floating Dock,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275586,ERS667604,12.5,32,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD56_2014-06_NPL022_1,OSD2014,OSD56,OSD56_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD56_20140624T0720Z.pdf,OSD,2014-06-24T07:20,21.2888,-156.86362,0,USA,13169,Insular Pacific-Hawaiian,0,North Pacific Ocean,1908,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,acid washed bucket,scooped surface water with acid washed bucket,boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275585,ERS667603,26.06,35,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD57_2014-06_NPL022_1,OSD2014,OSD57,OSD57_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD57_20140624T0738Z.pdf,OSD,2014-06-24T07:38,21.28656,-157.84351,0,USA,0,Insular Pacific-Hawaiian,0,North Pacific Ocean,1908,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,acid washed bucket,scooped surface water with acid washed bucket,boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275584,ERS667602,27.58,34,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD58_2014-06_NPL022_1,OSD2014,OSD58,OSD58_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD58_20140621T1530Z.pdf,time-series of coastal variability,2014-06-21T15:30,34.7181,-76.6707,1,USA,0,Southeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,estuarine biome ENVO:01000020,surface water ENVO:00002042,sea water ENVO:00002149,niskin bottle,nothing additional,dock,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275583,ERS667601,25.8,35.8,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,5.03,2.26,6.708
OSD6_2014-06_NE08_1,OSD2014,OSD6,OSD6_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD6_20140621T0930Z.pdf,Sampling for OSD,2014-06-21T10:30,41.6666,2.8,0,ESP,932,Mediterranean Sea,0,Balearic Sea,3322,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,"1 bucket, CTD, radiometer",sampling for OSD,not present,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,20.66,37.83,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD6_2014-06_NPL022_1,OSD2014,OSD6,OSD6_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD6_20140621T0930Z.pdf,Sampling for OSD,2014-06-21T10:30,41.6666,2.8,0,ESP,932,Mediterranean Sea,0,Balearic Sea,3322,marine biome ENVO:00000447,coast ENVO:00000303,sea water ENVO:00002149,"1 bucket, CTD, radiometer",sampling for OSD,not present,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3282989,ERS667660,20.66,37.83,not present,not present,not present,not present,not present,not present,not present,2055,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,0.14,0.15
OSD60_2014-06_NE08_1,OSD2014,OSD60,OSD60_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD60_20140619T1545Z.pdf,collect prokaryotic and eukaryotic DNA samples,2014-06-19T15:45,33.32306,-79.16763,0.1,USA,90,Southeast U.S. Continental Shelf,841,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,4L sterile bottles,Sampling for Ocean Sampling Day. We used Polycarbonate membrane filters with 47 mm in diameter,not present,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,27.77,35.13,7.92,not present,not present,not present,not present,not present,not present,not present,53.34,not present,5.51,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD60_2014-06_NPL022_1,OSD2014,OSD60,OSD60_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD60_20140619T1545Z.pdf,collect prokaryotic and eukaryotic DNA samples,2014-06-19T15:45,33.32306,-79.16763,0.1,USA,90,Southeast U.S. Continental Shelf,841,North Atlantic Ocean,1912,marine biome ENVO:00000447,coast ENVO:00000303,brackish water ENVO:00002019,4L sterile bottles,Sampling for Ocean Sampling Day. We used Polycarbonate membrane filters with 47 mm in diameter,not present,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275582,ERS667600,27.77,35.13,7.92,not present,not present,not present,not present,not present,not present,not present,53.34,not present,5.51,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD61_2014-06_NPL022_1,OSD2014,OSD61,OSD61_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD61_20140621T2108Z.pdf,"Sampling the surface water for microbial community characterization in the Vineyard Sound off a dock in Woods Hole, MA.",2014-06-21T21:08,41.524467,-70.672174,0.5,USA,0,Northeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Bucket,We filled ten 2L plastic containers containers with ocean surface water. We planned to filter 4 liters of ocean water through 5 different sterivex filters. The bucket and all plastic containers used for sampling were 10% HCl acid washed and were rinsed with DI water before sampling.,Dock,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275581,ERS667599,19.2,30.7,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,7.38,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD62_2014-06_NPL022_1,OSD2014,OSD62,OSD62_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD62_20140621T1000Z.pdf,surface seawater microbiome in Menai Straits,2014-06-21T10:00,53.225417,-4.159028,0.2,GBR,0,Celtic-Biscay Shelf,0,Irish Sea and St. George's Channel,2357,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,"10 L polypropylene bottles, thermometer, refractometer",surface water from Menai Straits,Floating pier,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275580,ERS667598,16,34,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
